Air_state,Air_date,Air_value
OK,2020/2/11,23.3
OR,2020/2/11,37.2
PA,2020/2/11,38.5
SC,2020/2/11,29.7
SD,2020/2/11,28.9
TN,2020/2/11,18.7
TX,2020/2/11,25.1
UT,2020/2/11,38
VA,2020/2/11,29.2
VT,2020/2/11,43.5
WA,2020/2/11,28.6
WI,2020/2/11,50.9
WV,2020/2/11,35.8
WY,2020/2/11,36.4
AK,2020/2/12,14.7
AL,2020/2/12,28.5
AR,2020/2/12,20
AZ,2020/2/12,38
CA,2020/2/12,48.1
CO,2020/2/12,42.2
CT,2020/2/12,37.3
DE,2020/2/12,48
FL,2020/2/12,32.2
GA,2020/2/12,30.4
HI,2020/2/12,26
IA,2020/2/12,31.2
ID,2020/2/12,36.4
IL,2020/2/12,40.2
IN,2020/2/12,47
KS,2020/2/12,34.2
KY,2020/2/12,37
LA,2020/2/12,27
MA,2020/2/12,38.2
MD,2020/2/12,42.7
ME,2020/2/12,22.3
MI,2020/2/12,40.1
MN,2020/2/12,20.4
MO,2020/2/12,25.7
MS,2020/2/12,25
MT,2020/2/12,25.7
NC,2020/2/12,16.1
ND,2020/2/12,30.7
NE,2020/2/12,13
NH,2020/2/12,36.6
NJ,2020/2/12,35.2
NM,2020/2/12,34.9
NV,2020/2/12,39.8
NY,2020/2/12,40.4
OH,2020/2/12,37.9
OK,2020/2/12,25.6
OR,2020/2/12,43.1
PA,2020/2/12,42
SC,2020/2/12,27.6
SD,2020/2/12,28.1
TN,2020/2/12,26.1
TX,2020/2/12,20.4
UT,2020/2/12,40.6
VA,2020/2/12,20.3
VT,2020/2/12,38
WA,2020/2/12,27.8
WI,2020/2/12,40.9
WV,2020/2/12,42.5
WY,2020/2/12,40.8
AK,2020/2/13,23.7
AL,2020/2/13,23
AR,2020/2/13,27
AZ,2020/2/13,40.9
CA,2020/2/13,48.6
CO,2020/2/13,39.4
CT,2020/2/13,34.2
DE,2020/2/13,30
FL,2020/2/13,45.6
GA,2020/2/13,21.7
HI,2020/2/13,22.5
IA,2020/2/13,25.6
ID,2020/2/13,32.1
IL,2020/2/13,33
IN,2020/2/13,34.1
KS,2020/2/13,29
KY,2020/2/13,26.4
LA,2020/2/13,28.9
MA,2020/2/13,37.7
MD,2020/2/13,37.7
ME,2020/2/13,32.3
MI,2020/2/13,34.4
MN,2020/2/13,24.6
MO,2020/2/13,22
MS,2020/2/13,18.2
MT,2020/2/13,40.1
NC,2020/2/13,17.9
ND,2020/2/13,31.7
NE,2020/2/13,7
NH,2020/2/13,33.4
NJ,2020/2/13,29.8
NM,2020/2/13,39.3
NV,2020/2/13,39.5
NY,2020/2/13,31.6
OH,2020/2/13,22.4
OK,2020/2/13,24.8
OR,2020/2/13,35.4
PA,2020/2/13,33.2
SC,2020/2/13,28.7
SD,2020/2/13,33.4
TN,2020/2/13,17.8
TX,2020/2/13,30.1
UT,2020/2/13,41.1
VA,2020/2/13,17
VT,2020/2/13,39
WA,2020/2/13,28.5
WI,2020/2/13,25.9
WV,2020/2/13,26.5
WY,2020/2/13,41.4
AK,2020/2/14,23
AL,2020/2/14,26.3
AR,2020/2/14,30
AZ,2020/2/14,43.2
CA,2020/2/14,50.9
CO,2020/2/14,52.4
CT,2020/2/14,35.5
DE,2020/2/14,32.5
FL,2020/2/14,40.1
GA,2020/2/14,22
HI,2020/2/14,26.5
IA,2020/2/14,33
ID,2020/2/14,24.9
IL,2020/2/14,37.7
IN,2020/2/14,35.4
KS,2020/2/14,31.3
KY,2020/2/14,28.9
LA,2020/2/14,37
MA,2020/2/14,34.3
MD,2020/2/14,34.3
ME,2020/2/14,23.7
MI,2020/2/14,28.6
MN,2020/2/14,29.6
MO,2020/2/14,23
MS,2020/2/14,28.8
MT,2020/2/14,20.9
NC,2020/2/14,15.9
ND,2020/2/14,33.3
NE,2020/2/14,7
NH,2020/2/14,34.6
NJ,2020/2/14,31.2
NM,2020/2/14,36.7
NV,2020/2/14,42.7
NY,2020/2/14,30.7
OH,2020/2/14,24.4
OK,2020/2/14,28.1
OR,2020/2/14,21.5
PA,2020/2/14,32.1
SC,2020/2/14,35.4
SD,2020/2/14,31.6
TN,2020/2/14,22.2
TX,2020/2/14,33.5
UT,2020/2/14,40.6
VA,2020/2/14,23.2
VT,2020/2/14,33.8
WA,2020/2/14,19.9
WI,2020/2/14,37.5
WV,2020/2/14,29.4
WY,2020/2/14,42.6
AK,2020/2/15,22.7
AL,2020/2/15,35.2
AR,2020/2/15,28.4
AZ,2020/2/15,46
CA,2020/2/15,55
CO,2020/2/15,38.9
CT,2020/2/15,35.7
DE,2020/2/15,34.5
FL,2020/2/15,37.6
GA,2020/2/15,30.3
HI,2020/2/15,28.5
IA,2020/2/15,33.5
ID,2020/2/15,23.3
IL,2020/2/15,31.5
IN,2020/2/15,37.8
KS,2020/2/15,42
KY,2020/2/15,33.1
LA,2020/2/15,42.9
MA,2020/2/15,39.5
MD,2020/2/15,35.7
ME,2020/2/15,29.7
MI,2020/2/15,38.2
MN,2020/2/15,28
MO,2020/2/15,30
MS,2020/2/15,31.8
MT,2020/2/15,20.7
NC,2020/2/15,25.9
ND,2020/2/15,32.3
NE,2020/2/15,7
NH,2020/2/15,34.8
NJ,2020/2/15,31.8
NM,2020/2/15,40
NV,2020/2/15,42.7
NY,2020/2/15,30.7
OH,2020/2/15,31.2
OK,2020/2/15,28.6
OR,2020/2/15,24.1
PA,2020/2/15,34.5
SC,2020/2/15,35
SD,2020/2/15,31.1
TN,2020/2/15,25.4
TX,2020/2/15,38.8
UT,2020/2/15,39.7
VA,2020/2/15,28.4
VT,2020/2/15,42.2
WA,2020/2/15,18.6
WI,2020/2/15,37.7
WV,2020/2/15,32
WY,2020/2/15,42.9
AK,2020/2/16,22.7
AL,2020/2/16,43.2
AR,2020/2/16,37.6
AZ,2020/2/16,47.3
CA,2020/2/16,46.1
CO,2020/2/16,42.6
CT,2020/2/16,44.3
DE,2020/2/16,35
FL,2020/2/16,34.2
GA,2020/2/16,41.8
HI,2020/2/16,25
IA,2020/2/16,47
ID,2020/2/16,25.3
IL,2020/2/16,39.7
IN,2020/2/16,41.4
KS,2020/2/16,57.8
KY,2020/2/16,34.2
LA,2020/2/16,32.7
MA,2020/2/16,46.3
MD,2020/2/16,40.3
ME,2020/2/16,32.7
MI,2020/2/16,40.3
MN,2020/2/16,27.6
MO,2020/2/16,38
MS,2020/2/16,32.5
MT,2020/2/16,22.6
NC,2020/2/16,40.7
ND,2020/2/16,32.3
NE,2020/2/16,1
NH,2020/2/16,34.2
NJ,2020/2/16,38.8
NM,2020/2/16,40
NV,2020/2/16,39
NY,2020/2/16,37.1
OH,2020/2/16,30.7
OK,2020/2/16,51.1
OR,2020/2/16,19.9
PA,2020/2/16,40
SC,2020/2/16,49.3
SD,2020/2/16,31.1
TN,2020/2/16,36.4
TX,2020/2/16,36
UT,2020/2/16,40.7
VA,2020/2/16,43.2
VT,2020/2/16,40.2
WA,2020/2/16,19.2
WI,2020/2/16,41.1
WV,2020/2/16,37.4
WY,2020/2/16,40.9
AK,2020/2/17,9.3
AL,2020/2/17,32.8
AR,2020/2/17,32.8
AZ,2020/2/17,45.8
CA,2020/2/17,45.7
CO,2020/2/17,40.6
CT,2020/2/17,51.5
DE,2020/2/17,53
FL,2020/2/17,32.5
GA,2020/2/17,34.2
HI,2020/2/17,25
IA,2020/2/17,54.7
ID,2020/2/17,27.8
IL,2020/2/17,47.9
IN,2020/2/17,44.2
KS,2020/2/17,48.2
KY,2020/2/17,38.5
LA,2020/2/17,38.1
MA,2020/2/17,50.3
MD,2020/2/17,53
ME,2020/2/17,35.7
MI,2020/2/17,29
MN,2020/2/17,38
MO,2020/2/17,38.5
MS,2020/2/17,31
MT,2020/2/17,25.9
NC,2020/2/17,42.3
ND,2020/2/17,36.7
NE,2020/2/17,25
NH,2020/2/17,44
NJ,2020/2/17,48.8
NM,2020/2/17,36.6
NV,2020/2/17,41
NY,2020/2/17,34.6
OH,2020/2/17,39.3
OK,2020/2/17,47.6
OR,2020/2/17,29.3
PA,2020/2/17,49.8
SC,2020/2/17,43.7
SD,2020/2/17,40.4
TN,2020/2/17,35.2
TX,2020/2/17,38.2
UT,2020/2/17,42.4
VA,2020/2/17,41.8
VT,2020/2/17,37.8
WA,2020/2/17,22.9
WI,2020/2/17,47.5
WV,2020/2/17,43.6
WY,2020/2/17,41.9
AK,2020/2/18,8
AL,2020/2/18,27.4
AR,2020/2/18,33.6
AZ,2020/2/18,43
CA,2020/2/18,46.2
CO,2020/2/18,37.2
CT,2020/2/18,39.7
DE,2020/2/18,42
FL,2020/2/18,32.3
GA,2020/2/18,29.5
HI,2020/2/18,24.5
IA,2020/2/18,37.8
ID,2020/2/18,27.9
IL,2020/2/18,42.8
IN,2020/2/18,46.2
KS,2020/2/18,36.8
KY,2020/2/18,36.4
LA,2020/2/18,34.9
MA,2020/2/18,42
MD,2020/2/18,52.3
ME,2020/2/18,24
MI,2020/2/18,35.3
MN,2020/2/18,26.3
MO,2020/2/18,30
MS,2020/2/18,37
MT,2020/2/18,33.3
NC,2020/2/18,40.1
ND,2020/2/18,34.3
NE,2020/2/18,23
NH,2020/2/18,34.4
NJ,2020/2/18,40.5
NM,2020/2/18,38
NV,2020/2/18,38.3
NY,2020/2/18,38.9
OH,2020/2/18,35.6
OK,2020/2/18,26.7
OR,2020/2/18,38.2
PA,2020/2/18,41.7
SC,2020/2/18,44.7
SD,2020/2/18,32.9
TN,2020/2/18,23.2
TX,2020/2/18,40
UT,2020/2/18,41.1
VA,2020/2/18,47.1
VT,2020/2/18,36
WA,2020/2/18,27
WI,2020/2/18,39.7
WV,2020/2/18,43
WY,2020/2/18,41.6
AK,2020/2/19,5.5
AL,2020/2/19,25.7
AR,2020/2/19,33.2
AZ,2020/2/19,46.2
CA,2020/2/19,51.5
CO,2020/2/19,39
CT,2020/2/19,39.5
DE,2020/2/19,34
FL,2020/2/19,31.9
GA,2020/2/19,20.3
HI,2020/2/19,23.5
IA,2020/2/19,29.1
ID,2020/2/19,30.4
IL,2020/2/19,32.4
IN,2020/2/19,39.4
KS,2020/2/19,44.8
KY,2020/2/19,39.2
LA,2020/2/19,23.3
MA,2020/2/19,39.6
MD,2020/2/19,43
ME,2020/2/19,22.7
MI,2020/2/19,28
MN,2020/2/19,25.4
MO,2020/2/19,27.3
MS,2020/2/19,30
MT,2020/2/19,39.1
NC,2020/2/19,22.5
ND,2020/2/19,33.3
NE,2020/2/19,27
NH,2020/2/19,39.4
NJ,2020/2/19,34.2
NM,2020/2/19,39
NV,2020/2/19,33.7
NY,2020/2/19,36.7
OH,2020/2/19,31.4
OK,2020/2/19,24.9
OR,2020/2/19,39.1
PA,2020/2/19,37
SC,2020/2/19,30.1
SD,2020/2/19,35.3
TN,2020/2/19,30
TX,2020/2/19,26.4
UT,2020/2/19,41.9
VA,2020/2/19,23.2
VT,2020/2/19,38.8
WA,2020/2/19,31.3
WI,2020/2/19,33.6
WV,2020/2/19,33.6
WY,2020/2/19,39
AK,2020/2/20,13.5
AL,2020/2/20,23.2
AR,2020/2/20,30
AZ,2020/2/20,40.1
CA,2020/2/20,51.9
CO,2020/2/20,48.6
CT,2020/2/20,34.2
DE,2020/2/20,34.5
FL,2020/2/20,34.2
GA,2020/2/20,17.9
HI,2020/2/20,27.5
IA,2020/2/20,51.6
ID,2020/2/20,31.6
IL,2020/2/20,32.2
IN,2020/2/20,35.8
KS,2020/2/20,31
KY,2020/2/20,32.6
LA,2020/2/20,30.9
MA,2020/2/20,37.3
MD,2020/2/20,40.7
ME,2020/2/20,22.7
MI,2020/2/20,29.7
MN,2020/2/20,35.3
MO,2020/2/20,31
MS,2020/2/20,22.8
MT,2020/2/20,42.6
NC,2020/2/20,22.2
ND,2020/2/20,36
NE,2020/2/20,12
NH,2020/2/20,33
NJ,2020/2/20,41
NM,2020/2/20,36.6
NV,2020/2/20,35.7
NY,2020/2/20,31.1
OH,2020/2/20,21.1
OK,2020/2/20,33.7
OR,2020/2/20,40.8
PA,2020/2/20,36
SC,2020/2/20,29.4
SD,2020/2/20,38
TN,2020/2/20,22.8
TX,2020/2/20,29.2
UT,2020/2/20,44.4
VA,2020/2/20,29.8
VT,2020/2/20,36.8
WA,2020/2/20,34.9
WI,2020/2/20,40.7
WV,2020/2/20,31
WY,2020/2/20,46.9
AK,2020/2/21,12.7
AL,2020/2/21,28.4
AR,2020/2/21,29.7
AZ,2020/2/21,31.7
CA,2020/2/21,52.7
CO,2020/2/21,44.8
CT,2020/2/21,39
DE,2020/2/21,34
FL,2020/2/21,33.4
GA,2020/2/21,28.7
HI,2020/2/21,24
IA,2020/2/21,38.4
ID,2020/2/21,35.8
IL,2020/2/21,38.5
IN,2020/2/21,38.1
KS,2020/2/21,40.2
KY,2020/2/21,37.8
LA,2020/2/21,35.7
MA,2020/2/21,38.3
MD,2020/2/21,43.7
ME,2020/2/21,33.7
MI,2020/2/21,32.9
MN,2020/2/21,31.7
MO,2020/2/21,35.5
MS,2020/2/21,30.2
MT,2020/2/21,45.7
NC,2020/2/21,25.4
ND,2020/2/21,37.7
NE,2020/2/21,20
NH,2020/2/21,38
NJ,2020/2/21,34
NM,2020/2/21,35
NV,2020/2/21,35.2
NY,2020/2/21,35.1
OH,2020/2/21,34.3
OK,2020/2/21,33.3
OR,2020/2/21,49.9
PA,2020/2/21,36.3
SC,2020/2/21,36.4
SD,2020/2/21,33.9
TN,2020/2/21,26.4
TX,2020/2/21,34.2
UT,2020/2/21,49.6
VA,2020/2/21,26.6
VT,2020/2/21,42.5
WA,2020/2/21,39.3
WI,2020/2/21,48.9
WV,2020/2/21,32.5
WY,2020/2/21,49.5
AK,2020/2/22,13.7
AL,2020/2/22,36.8
AR,2020/2/22,37.6
AZ,2020/2/22,31
CA,2020/2/22,43.6
CO,2020/2/22,43.4
CT,2020/2/22,42.7
DE,2020/2/22,39.5
FL,2020/2/22,41.8
GA,2020/2/22,39.3
HI,2020/2/22,18.7
IA,2020/2/22,37.4
ID,2020/2/22,42.7
IL,2020/2/22,41.7
IN,2020/2/22,43.3
KS,2020/2/22,39
KY,2020/2/22,42.4
LA,2020/2/22,40.1
MA,2020/2/22,47.5
MD,2020/2/22,50
ME,2020/2/22,41
MI,2020/2/22,36.6
MN,2020/2/22,37.9
MO,2020/2/22,35
MS,2020/2/22,38.8
MT,2020/2/22,41.7
NC,2020/2/22,35.1
ND,2020/2/22,36.7
NE,2020/2/22,22
NH,2020/2/22,45.2
NJ,2020/2/22,41
NM,2020/2/22,36.9
NV,2020/2/22,38.2
NY,2020/2/22,39.8
OH,2020/2/22,31
OK,2020/2/22,35.6
OR,2020/2/22,46.3
PA,2020/2/22,40
SC,2020/2/22,44.3
SD,2020/2/22,32.7
TN,2020/2/22,33.6
TX,2020/2/22,37.8
UT,2020/2/22,43.3
VA,2020/2/22,30.2
VT,2020/2/22,44.2
WA,2020/2/22,35
WI,2020/2/22,48.4
WV,2020/2/22,37.2
WY,2020/2/22,53
AK,2020/2/23,21.7
AL,2020/2/23,41.2
AR,2020/2/23,33.2
AZ,2020/2/23,34
CA,2020/2/23,39.6
CO,2020/2/23,40.9
CT,2020/2/23,55
DE,2020/2/23,44
FL,2020/2/23,43.6
GA,2020/2/23,47.6
HI,2020/2/23,22.3
IA,2020/2/23,38.3
ID,2020/2/23,39.3
IL,2020/2/23,42.6
IN,2020/2/23,43.8
KS,2020/2/23,47.8
KY,2020/2/23,37.5
LA,2020/2/23,40.6
MA,2020/2/23,55.2
MD,2020/2/23,54.7
ME,2020/2/23,54.7
MI,2020/2/23,44.3
MN,2020/2/23,29.1
MO,2020/2/23,34.7
MS,2020/2/23,47.5
MT,2020/2/23,35.6
NC,2020/2/23,41.6
ND,2020/2/23,36.7
NE,2020/2/23,11
NH,2020/2/23,51
NJ,2020/2/23,47
NM,2020/2/23,38.7
NV,2020/2/23,34
NY,2020/2/23,42.4
OH,2020/2/23,31.9
OK,2020/2/23,33.4
OR,2020/2/23,27.9
PA,2020/2/23,41
SC,2020/2/23,52.3
SD,2020/2/23,33.3
TN,2020/2/23,33.2
TX,2020/2/23,33
UT,2020/2/23,44.6
VA,2020/2/23,36
VT,2020/2/23,56
WA,2020/2/23,24.5
WI,2020/2/23,44.8
WV,2020/2/23,42
WY,2020/2/23,49.6
AK,2020/2/24,18
AL,2020/2/24,27.6
AR,2020/2/24,25.9
AZ,2020/2/24,35.9
CA,2020/2/24,42.4
CO,2020/2/24,41.1
CT,2020/2/24,51.5
DE,2020/2/24,42
FL,2020/2/24,41.7
GA,2020/2/24,40.3
HI,2020/2/24,20.3
IA,2020/2/24,29.5
ID,2020/2/24,25.8
IL,2020/2/24,35.5
IN,2020/2/24,40.5
KS,2020/2/24,37
KY,2020/2/24,31.5
LA,2020/2/24,38.1
MA,2020/2/24,54.3
MD,2020/2/24,60
ME,2020/2/24,56
MI,2020/2/24,48.6
MN,2020/2/24,23.9
MO,2020/2/24,26.2
MS,2020/2/24,33.2
MT,2020/2/24,25.3
NC,2020/2/24,33.9
ND,2020/2/24,34.7
NE,2020/2/24,14
NH,2020/2/24,49
NJ,2020/2/24,49.2
NM,2020/2/24,33.1
NV,2020/2/24,38.8
NY,2020/2/24,46.3
OH,2020/2/24,38.4
OK,2020/2/24,26.5
OR,2020/2/24,29.1
PA,2020/2/24,47.9
SC,2020/2/24,43.9
SD,2020/2/24,33.5
TN,2020/2/24,31.4
TX,2020/2/24,35
UT,2020/2/24,41
VA,2020/2/24,34.6
VT,2020/2/24,53.5
WA,2020/2/24,25.1
WI,2020/2/24,36.4
WV,2020/2/24,44.2
WY,2020/2/24,41.9
AK,2020/2/25,11.3
AL,2020/2/25,32.3
AR,2020/2/25,24.2
AZ,2020/2/25,38.3
CA,2020/2/25,42.9
CO,2020/2/25,40.8
CT,2020/2/25,56.5
DE,2020/2/25,38
FL,2020/2/25,36.3
GA,2020/2/25,23
HI,2020/2/25,22.3
IA,2020/2/25,29.4
ID,2020/2/25,26.8
IL,2020/2/25,36.8
IN,2020/2/25,35.9
KS,2020/2/25,31.2
KY,2020/2/25,25.5
LA,2020/2/25,32.7
MA,2020/2/25,52.5
MD,2020/2/25,42.7
ME,2020/2/25,56.7
MI,2020/2/25,36.6
MN,2020/2/25,19.1
MO,2020/2/25,30.3
MS,2020/2/25,28.2
MT,2020/2/25,29
NC,2020/2/25,24.7
ND,2020/2/25,33.3
NE,2020/2/25,15
NH,2020/2/25,46.6
NJ,2020/2/25,38
NM,2020/2/25,33.9
NV,2020/2/25,31.8
NY,2020/2/25,51.1
OH,2020/2/25,36.8
OK,2020/2/25,28.9
OR,2020/2/25,39.5
PA,2020/2/25,44.9
SC,2020/2/25,31
SD,2020/2/25,31.3
TN,2020/2/25,19.1
TX,2020/2/25,38.3
UT,2020/2/25,41
VA,2020/2/25,30.4
VT,2020/2/25,61.8
WA,2020/2/25,31.3
WI,2020/2/25,25.5
WV,2020/2/25,29.7
WY,2020/2/25,41.2
AK,2020/2/26,17
AL,2020/2/26,30.7
AR,2020/2/26,29
AZ,2020/2/26,34.7
CA,2020/2/26,45.6
CO,2020/2/26,39.9
CT,2020/2/26,48.5
DE,2020/2/26,37.5
FL,2020/2/26,32.4
GA,2020/2/26,23.5
HI,2020/2/26,23.7
IA,2020/2/26,22.4
ID,2020/2/26,30.1
IL,2020/2/26,31.1
IN,2020/2/26,33.2
KS,2020/2/26,34.8
KY,2020/2/26,32.4
LA,2020/2/26,35.1
MA,2020/2/26,49
MD,2020/2/26,40.3
ME,2020/2/26,50.3
MI,2020/2/26,35.1
MN,2020/2/26,25.1
MO,2020/2/26,26
MS,2020/2/26,25
MT,2020/2/26,23.6
NC,2020/2/26,25
ND,2020/2/26,45.7
NE,2020/2/26,8
NH,2020/2/26,47.2
NJ,2020/2/26,40.8
NM,2020/2/26,35.9
NV,2020/2/26,34.7
NY,2020/2/26,43.4
OH,2020/2/26,24.5
OK,2020/2/26,32.8
OR,2020/2/26,34
PA,2020/2/26,41.3
SC,2020/2/26,31.3
SD,2020/2/26,33.9
TN,2020/2/26,20.3
TX,2020/2/26,33.6
UT,2020/2/26,39.7
VA,2020/2/26,30.6
VT,2020/2/26,50.2
WA,2020/2/26,28.2
WI,2020/2/26,22.9
WV,2020/2/26,35.2
WY,2020/2/26,41.8
AK,2020/2/27,40
AL,2020/2/27,32
AR,2020/2/27,28.4
AZ,2020/2/27,36.1
CA,2020/2/27,47.9
CO,2020/2/27,40.4
CT,2020/2/27,39.8
DE,2020/2/27,37
FL,2020/2/27,38.4
GA,2020/2/27,22.3
HI,2020/2/27,24.3
IA,2020/2/27,30.2
ID,2020/2/27,39.6
IL,2020/2/27,35.5
IN,2020/2/27,33.8
KS,2020/2/27,38.2
KY,2020/2/27,35.5
LA,2020/2/27,38.3
MA,2020/2/27,41.3
MD,2020/2/27,40.3
ME,2020/2/27,44.7
MI,2020/2/27,34.1
MN,2020/2/27,30.2
MO,2020/2/27,32.3
MS,2020/2/27,30
MT,2020/2/27,25.6
NC,2020/2/27,19.9
ND,2020/2/27,38
NE,2020/2/27,12
NH,2020/2/27,43.6
NJ,2020/2/27,36.2
NM,2020/2/27,37.4
NV,2020/2/27,37
NY,2020/2/27,31.1
OH,2020/2/27,22.1
OK,2020/2/27,38.1
OR,2020/2/27,39.2
PA,2020/2/27,34.8
SC,2020/2/27,38.3
SD,2020/2/27,38.1
TN,2020/2/27,18
TX,2020/2/27,38.7
UT,2020/2/27,41
VA,2020/2/27,28.1
VT,2020/2/27,42.2
WA,2020/2/27,29.7
WI,2020/2/27,32.9
WV,2020/2/27,34.2
WY,2020/2/27,43
AK,2020/2/28,29.5
AL,2020/2/28,42
AR,2020/2/28,37.4
AZ,2020/2/28,40.6
CA,2020/2/28,49
CO,2020/2/28,42.4
CT,2020/2/28,38.5
DE,2020/2/28,38
FL,2020/2/28,46.1
GA,2020/2/28,31.7
HI,2020/2/28,22.7
IA,2020/2/28,37.9
ID,2020/2/28,36.1
IL,2020/2/28,36
IN,2020/2/28,38.6
KS,2020/2/28,38
KY,2020/2/28,36
LA,2020/2/28,47
MA,2020/2/28,38.7
MD,2020/2/28,43
ME,2020/2/28,40.3
MI,2020/2/28,36.3
MN,2020/2/28,36.4
MO,2020/2/28,35.2
MS,2020/2/28,38.2
MT,2020/2/28,31.9
NC,2020/2/28,24.2
ND,2020/2/28,33.7
NE,2020/2/28,8
NH,2020/2/28,39.5
NJ,2020/2/28,35.2
NM,2020/2/28,36.3
NV,2020/2/28,38.7
NY,2020/2/28,36.8
OH,2020/2/28,29.3
OK,2020/2/28,39.2
OR,2020/2/28,35.5
PA,2020/2/28,37.4
SC,2020/2/28,40
SD,2020/2/28,35.3
TN,2020/2/28,24.4
TX,2020/2/28,32.2
UT,2020/2/28,40.6
VA,2020/2/28,35.4
VT,2020/2/28,39.2
WA,2020/2/28,24.8
WI,2020/2/28,34.8
WV,2020/2/28,36.2
WY,2020/2/28,44.9
AK,2020/2/29,14.7
AL,2020/2/29,40.5
AR,2020/2/29,45.5
AZ,2020/2/29,40.7
CA,2020/2/29,45.7
CO,2020/2/29,43.9
CT,2020/2/29,33.8
DE,2020/2/29,36.5
FL,2020/2/29,45.9
GA,2020/2/29,38.9
HI,2020/2/29,22.7
IA,2020/2/29,47.1
ID,2020/2/29,27.7
IL,2020/2/29,38.6
IN,2020/2/29,37
KS,2020/2/29,43
KY,2020/2/29,37.6
LA,2020/2/29,54.9
MA,2020/2/29,37
MD,2020/2/29,43
ME,2020/2/29,38.3
MI,2020/2/29,36.4
MN,2020/2/29,38.8
MO,2020/2/29,40.5
MS,2020/2/29,46.8
MT,2020/2/29,24.9
NC,2020/2/29,23
ND,2020/2/29,32.7
NE,2020/2/29,20.5
NH,2020/2/29,35.8
NJ,2020/2/29,34.5
NM,2020/2/29,38
NV,2020/2/29,35.7
NY,2020/2/29,31.5
OH,2020/2/29,25.3
OK,2020/2/29,49.4
OR,2020/2/29,15.5
PA,2020/2/29,34.1
SC,2020/2/29,40.7
SD,2020/2/29,31.9
TN,2020/2/29,26.1
TX,2020/2/29,43.5
UT,2020/2/29,40.7
VA,2020/2/29,39.7
VT,2020/2/29,34.6
WA,2020/2/29,17.2
WI,2020/2/29,40.5
WV,2020/2/29,36.5
WY,2020/2/29,42.9
AK,2020/3/1,16.7
AL,2020/3/1,52.7
AR,2020/3/1,41.2
AZ,2020/3/1,35.6
CA,2020/3/1,40.8
CO,2020/3/1,36.3
CT,2020/3/1,39.7
DE,2020/3/1,40
FL,2020/3/1,50.5
GA,2020/3/1,50.5
HI,2020/3/1,25.7
IA,2020/3/1,40
ID,2020/3/1,24.2
IL,2020/3/1,44.5
IN,2020/3/1,41.4
KS,2020/3/1,48.5
KY,2020/3/1,46.8
LA,2020/3/1,46
MA,2020/3/1,38.8
MD,2020/3/1,43.7
ME,2020/3/1,35.3
MI,2020/3/1,41.8
MN,2020/3/1,37.1
MO,2020/3/1,42.1
MS,2020/3/1,52.3
MT,2020/3/1,22.3
NC,2020/3/1,41.4
ND,2020/3/1,33.3
NE,2020/3/1,18
NH,2020/3/1,36.8
NJ,2020/3/1,40.8
NM,2020/3/1,35.9
NV,2020/3/1,33.3
NY,2020/3/1,39.4
OH,2020/3/1,37.8
OK,2020/3/1,40.9
OR,2020/3/1,25.8
PA,2020/3/1,39.3
SC,2020/3/1,45.4
SD,2020/3/1,28.7
TN,2020/3/1,37.3
TX,2020/3/1,43.5
UT,2020/3/1,41.7
VA,2020/3/1,41.3
VT,2020/3/1,37.4
WA,2020/3/1,22
WI,2020/3/1,46.7
WV,2020/3/1,39.8
WY,2020/3/1,40.5
AK,2020/3/2,12.7
AL,2020/3/2,42.6
AR,2020/3/2,38
AZ,2020/3/2,33.2
CA,2020/3/2,40.6
CO,2020/3/2,44.1
CT,2020/3/2,50.8
DE,2020/3/2,45.5
FL,2020/3/2,46.1
GA,2020/3/2,50.7
HI,2020/3/2,17
IA,2020/3/2,30.4
ID,2020/3/2,23.8
IL,2020/3/2,35.5
IN,2020/3/2,45.3
KS,2020/3/2,34.2
KY,2020/3/2,40.5
LA,2020/3/2,44
MA,2020/3/2,49.3
MD,2020/3/2,51.3
ME,2020/3/2,43
MI,2020/3/2,38.9
MN,2020/3/2,32.8
MO,2020/3/2,32.2
MS,2020/3/2,39.7
MT,2020/3/2,23
NC,2020/3/2,44.8
ND,2020/3/2,35
NE,2020/3/2,15.5
NH,2020/3/2,42.4
NJ,2020/3/2,47.2
NM,2020/3/2,35.3
NV,2020/3/2,37.3
NY,2020/3/2,42.5
OH,2020/3/2,41.2
OK,2020/3/2,37.5
OR,2020/3/2,26.9
PA,2020/3/2,46.2
SC,2020/3/2,51.4
SD,2020/3/2,27.9
TN,2020/3/2,37.8
TX,2020/3/2,43.7
UT,2020/3/2,41.1
VA,2020/3/2,47.5
VT,2020/3/2,40
WA,2020/3/2,18
WI,2020/3/2,35.5
WV,2020/3/2,41.2
WY,2020/3/2,42.1
AK,2020/3/3,15
AL,2020/3/3,39
AR,2020/3/3,42.6
AZ,2020/3/3,32.9
CA,2020/3/3,41.9
CO,2020/3/3,40.5
CT,2020/3/3,52.2
DE,2020/3/3,50.5
FL,2020/3/3,46.1
GA,2020/3/3,41.2
HI,2020/3/3,17
IA,2020/3/3,33.7
ID,2020/3/3,23.4
IL,2020/3/3,38.3
IN,2020/3/3,38.2
KS,2020/3/3,40.2
KY,2020/3/3,38.8
LA,2020/3/3,41.7
MA,2020/3/3,51.2
MD,2020/3/3,49.3
ME,2020/3/3,48.7
MI,2020/3/3,36.4
MN,2020/3/3,35.6
MO,2020/3/3,40.3
MS,2020/3/3,44.2
MT,2020/3/3,21.6
NC,2020/3/3,35.8
ND,2020/3/3,34.3
